koi_period,koi_duration,koi_depth,koi_impact,koi_prad,koi_teq,koi_insol,koi_model_snr
2.31610674,3.347,33.6,0.404,0.7,1559.0,1393.98,13.0
208.02789,10.82,255.0,0.6065,1.04,196.0,0.35,8.8
31.80475991,8.699,360.6,0.87,2.99,664.0,45.9,73.4
589.17968,10.2,253.4,0.0431,4.91,330.0,2.82,7.7
35.01190875,2.868,436.7,0.927,2.97,603.0,31.35,34.0
364.95068,0.636,824.0,0.9571,3.69,241.0,0.8,5.8
10.49566303,4.7356,106.1,0.16,1.34,1009.0,244.59,48.7
4.36125889,2.174,189.2,0.374,1.2,1000.0,236.01,10.7
4.761705895,3.3061,497.1,0.384,2.75,1201.0,491.37,138.5
522.64613,17.77,648.1,0.007,0.8,92.0,0.02,10.5
0.566790294,3.641,64.0,0.393,0.89,2432.0,8244.38,22.6
1.620467654,2.1888,159.6,0.271,1.57,1681.0,1893.42,22.7
0.858285844,1.799,43.4,0.3323,0.9,2274.0,6321.2,10.8
1.937029968,1.4727,312.3,0.105,0.87,802.0,97.94,42.8
363.97165,5.702,1966.0,1.394,40.48,231.0,0.68,8.5
24.4004378,2.987,860.5,0.909,2.47,437.0,8.64,20.2
35.61760233,8.4559,4634.9,0.009,5.17,456.0,10.19,155.0
11.49500229,7.602,51.4,0.911,1.53,1105.0,351.79,22.9
9.88736642,4.23,68.0,0.383,0.68,768.0,82.32,14.6
8.77997349,3.2201,755.7,0.481,2.12,713.0,61.24,32.7
7.28171395,1.723,111.6,0.956,2.59,1086.0,329.68,14.4
0.634131057,2.851,27.1,0.0891,0.58,2488.0,9062.53,11.7
14.797219157,7.61037,252699.0,0.157,47.71,787.0,90.8,7795.3
8.11437482,2.2736,1558.0,0.573,2.1,460.0,10.55,56.4
16.9329284,1.218,488.3,0.319,2.46,793.0,93.34,20.4
2.99194823,4.39,99.6,0.71,0.78,1019.0,255.16,18.2
0.643703667,0.801,172.0,0.036,1.48,2358.0,7305.66,40.3
2.581595167,4.9153,171132.0,0.124,40.94,1328.0,735.27,338.2
1.710279417,2.252,228.8,0.473,1.57,1524.0,1272.5,19.9
1.594162001,5.4958,9876.3,1.128,26.11,1419.0,960.51,415.0
6.77408984,2.6215,520.3,0.026,2.5,1058.0,295.82,33.6
194.896925,2.504,557.4,0.5298,8.98,575.0,25.77,8.8
13.81733587,4.261,223.2,0.967,2.04,781.0,88.04,20.4
1.204274435,1.3362,185.8,0.528,1.19,1564.0,1413.91,34.7
25.19830439,5.1942,73834.2,1.069,46.14,604.0,31.54,1669.4
1.23516416,4.713,64.6,0.678,0.92,1866.0,2861.14,13.0
4.243748097,3.3603,1409.7,0.032,3.16,1063.0,301.46,139.8
296.6375817,16.425,2763.1,0.429,7.56,332.0,2.88,250.0
5.80184753,3.9551,22143.0,0.478,14.0,989.0,225.81,118.1
27.533803402,3.96227,48152.7,0.908,50.02,777.0,85.95,5446.9
25.6613816,4.459,166.5,0.864,1.78,683.0,51.48,14.6
7.216951388,1.89082,4284.5,1.283,41.57,1055.0,292.7,312.2
14.30517579,4.535,863.4,0.924,3.05,693.0,54.59,37.5
11.41437505,6.276,45966.0,0.895,44.08,1128.0,383.45,34.2
273.528359,22.346,408.5,1.363,115.4,557.0,22.75,32.1
6.40087137,2.5561,133.6,0.861,1.91,1109.0,357.44,24.4
7.69363627,5.0324,295.1,0.366,2.12,1069.0,308.61,55.1
43.8496474,2.217,452.3,0.02,21.42,1286.0,645.68,8.3
0.962590772,1.2569,1021.6,1.236,31.51,2026.0,3989.37,90.4
15.77382794,4.957,313.6,0.035,2.72,955.0,196.14,30.4
24.66461416,2.8579,2398.8,0.8,5.34,567.0,24.53,56.7
5.101375725,2.595,894.6,0.027,2.84,1050.0,287.28,55.1
1.78752921,5.315,62.9,0.064,5.86,3868.0,52997.01,16.0
43.84439721,6.802,615.2,0.852,2.87,531.0,18.77,83.7
20.9254083,6.783,109.0,0.201,1.26,729.0,66.95,15.5
0.730949487,2.367,87.3,0.86,1.27,2311.0,6730.38,15.8
8.80854183,34.7564,174.7,0.993,2.69,1000.0,236.05,137.3
0.566798545,5.224,36.9,0.331,0.53,2004.0,3787.58,23.3
1.42796645,12.8653,6012.3,1.305,39.76,1637.0,1700.47,347.6
61.569765,9.75,298.3,0.486,2.44,530.0,18.66,10.9
16.33888067,9.3599,1718.4,0.256,10.47,963.0,203.31,201.9
3.053563251,3.2551,508.4,1.208,21.79,1171.0,444.16,50.4
88.6440015,7.82,625.5,0.724,2.51,391.0,5.51,57.6
0.786483923,7.035,233.3,1.139,21.66,2408.0,7999.91,104.2
2.7881793,3.397,55.8,0.058,1.02,1510.0,1228.07,17.7
2.071939672,4.45367,198766.0,0.806,75.64,1696.0,1953.33,2409.8
1.638652525,1.952,166.9,0.365,1.29,1610.0,1585.07,16.4
60.8660974,4.397,714.3,0.004,1.39,244.0,0.84,15.4
21.5702917,40.4,148.7,1.155,29.53,888.0,146.81,41.0
4.08029328,2.8343,1128.4,0.2428,2.92,1044.0,280.4,43.1
244.60373,10.87,769.8,0.2652,2.1,235.0,0.72,17.7
30.4544418,6.896,472.1,0.929,2.6,624.0,35.92,17.3
5.7768734,5.762,71.0,0.994,3.13,1399.0,905.0,10.1
0.643468999,1.1108,108.0,0.266,0.88,2001.0,3772.66,19.6
1.806631432,1.102,217.5,0.536,1.05,1059.0,297.98,10.4
1.181165291,1.013,370.4,0.632,1.52,1398.0,905.88,14.1
10.916108342,3.6496,1479.0,0.7699,3.93,758.0,78.19,302.2
37.482223878,4.81451,28976.8,1.2,114.14,902.0,156.47,1262.3
3.258249472,2.6358,1643.5,1.264,79.23,2057.0,4234.38,202.0
130.110715,2.227,251.9,0.1883,1.32,343.0,3.26,6.4
2.984157711,1.2637,2598.0,0.45,0.92,401.0,6.12,24.3
61.0011095,1.049,408.0,0.7091,2.55,536.0,19.57,4.6
75.3787816,5.268,387.7,0.046,1.6,360.0,3.97,30.1
2.500560859,7.5902,20.4,0.104,0.48,1486.0,1149.55,4.5
1.140133012,9.251,223.2,1.181,126.77,4370.0,86385.22,63.4
4.128795314,2.771,154870.0,0.739,52.0,1244.0,565.91,1041.8
52.6095103,8.202,203.7,0.102,1.83,553.0,22.13,15.3
7.77241144,5.272,286.9,0.317,1.69,938.0,183.58,18.9
168.81133,6.582,614.4,0.083,1.69,241.0,0.8,15.3
0.624677585,2.411,37.3,0.522,1.28,4391.0,87591.59,31.0
1.565412613,0.7572,2754.6,0.003,1.73,648.0,41.85,48.6
2.112405306,2.5845,489.0,1.207,19.01,1225.0,533.2,42.2
10.643743766,6.29783,436506.0,0.353,47.87,675.0,49.06,3167.9
6.21716039,4.4289,211.2,0.333,1.81,1098.0,343.21,25.0
5.99078221,1.699,69.9,0.944,1.03,987.0,223.93,8.6
49.763624,2.749,412.0,0.02,2.43,588.0,28.31,6.8
401.38712,32.21,166.2,0.666,2.04,303.0,1.98,18.6
86.64764448,4.2326,7311.6,0.0,9.4,419.0,7.28,241.9
2.41434868,1.2701,191.0,0.221,0.97,953.0,195.08,30.0
8.10503551,4.459,209.9,0.353,1.45,959.0,199.74,16.5
0.690405794,1.7407,178.4,0.281,1.04,1731.0,2129.33,43.0
38.1303324,6.53,180.4,0.562,1.54,613.0,33.43,11.6
117.140785,3.401,337.1,0.643,15.87,862.0,130.52,8.5
6.252962249,2.5819,1036.9,0.105,2.65,823.0,108.3,47.1
73.26417,5.54,38.4,0.4719,1.32,584.0,27.47,3.0
10.845286549,4.3876,7473.8,1.307,319.52,1682.0,1893.11,416.1
0.93372008,2.591,17.0,0.413,0.41,1990.0,3704.01,7.9
240.7990472,16.666,5022.9,0.647,10.31,342.0,3.22,170.1
1.33255441,3.828,106.7,0.649,1.12,1743.0,2180.2,15.1
2.5903958,2.088,330.9,0.725,2.55,1484.0,1147.44,18.3
205.30627,7.86,671.0,0.1543,2.48,314.0,2.29,6.4
8.258181993,3.9122,311858.0,0.61,58.19,809.0,101.33,2981.6
3.79187443,3.5521,230736.0,0.798,47.49,1004.0,240.31,1111.9
12.3101351,3.797,263.7,0.783,1.51,651.0,42.42,12.9
66.1539783,5.896,6951.0,0.873,9.69,468.0,11.3,57.7
1.93155546,1.614,504.9,0.861,2.25,1290.0,655.43,8.6
0.769854899,1.0243,109.6,0.705,0.93,1650.0,1756.8,28.7
0.93198504,2.0472,326.6,1.19,17.72,1647.0,1734.47,44.5
0.705816203,5.55,149.0,1.133,15.33,2109.0,4650.24,19.6
0.566804221,4.639,166.0,0.536,0.85,1737.0,2149.42,31.0
328.0485,13.75,398.0,0.329,2.22,292.0,1.72,6.9
190.60563,14.33,153.6,0.0108,1.6,386.0,5.25,11.6
2.98618134,2.969,122.9,0.249,1.16,1356.0,798.35,12.0
3.564614021,3.44204,94342.0,0.989,46.0,1187.0,470.37,728.8
62.7843981,4.81,325.0,0.272,2.28,530.0,18.7,21.1
7.05675145,2.0261,130.0,0.631,1.68,1196.0,483.95,25.2
2.97586085,4.513,105.9,0.117,0.85,1135.0,392.05,9.1
1.37347867,12.62,289.9,0.9848,4.25,2505.0,9313.26,27.2
0.915782856,2.24,301.0,1.209,32.86,2307.0,6663.73,7.7
1.400991827,4.8798,64104.0,1.093,98.13,2468.0,8795.37,669.6
7.363572395,5.7545,129696.0,0.922,82.22,1287.0,649.25,224.9
14.361021578,13.2895,459877.0,0.003,45.9,594.0,29.44,2599.0
4.238855579,5.2235,68002.0,1.031,38.01,1044.0,280.82,374.8
2.852348262,0.7051,1402.9,0.295,1.66,621.0,34.95,33.3
134.4785189,5.9288,4033.5,0.924,10.52,412.0,6.81,149.9
0.730964241,2.483,44.0,0.459,0.99,2467.0,8801.05,28.7
0.98762513,1.127,28.6,0.547,1.14,3728.0,45704.5,14.8
2.92878704,4.634,549.4,1.212,22.76,1239.0,556.77,47.7
1.588298157,4.37027,165034.0,0.855,120.0,2773.0,13941.82,1071.6
0.692015479,1.1315,4518.1,1.267,19.31,1057.0,294.34,163.4
3.035206175,0.6182,696.9,0.965,3.59,1143.0,403.53,19.1
12.011661094,3.77516,14293.6,1.024,55.2,1317.0,710.87,1898.4
3.4327371,4.001,63.2,0.703,0.75,1134.0,390.57,15.3
85.517344,9.331,270.2,0.944,3.04,482.0,12.75,12.9
4.603575293,2.3499,440.4,0.246,1.51,810.0,101.65,79.7
56.35407916,3.4449,1037.0,0.835,2.59,352.0,3.63,59.4
2.845739012,11.9327,24391.8,1.213,44.7,1294.0,663.42,488.6
1.089057762,1.637,37.4,0.185,0.44,1404.0,917.78,9.2
11.578946873,4.6373,299739.0,0.441,58.32,869.0,134.91,2456.3
392.94247,11.055,120.3,0.01,1.6,347.0,3.43,10.0
7.0257409,2.245,190.7,0.812,1.56,969.0,208.92,21.2
3.03196812,1.723,81.5,0.287,0.9,1269.0,614.2,15.8
14.4540329,7.183,79.7,0.522,0.72,676.0,49.51,17.2
8.19345065,5.234,115.4,0.815,1.74,1144.0,405.75,15.7
1.916940872,1.4243,105.1,0.405,0.89,1246.0,571.25,17.7
0.959853772,1.9163,55.8,0.646,1.3,2468.0,8768.54,27.1
0.689967868,1.1688,122.9,0.119,0.78,1539.0,1336.82,28.7
425.483539,17.856,996.6,0.03,3.2,248.0,0.89,19.6
1.59295975,1.9313,248.3,0.0779,1.48,1517.0,1251.43,48.9
92.436978,6.432,955.2,0.943,2.89,348.0,3.46,17.8
4.8591441,3.8588,2183.6,0.932,6.9,1303.0,681.41,81.6
3.78402867,1.9012,426.1,0.691,1.7,949.0,191.78,25.6
2.680514453,3.21178,195748.0,0.359,48.86,1431.0,989.89,665.5
4.708326451,3.16114,7912.7,0.061,10.6,1162.0,431.02,633.4
0.619618218,1.2517,50.3,0.389,3.34,3818.0,50197.86,4.4
62.81584402,2.6901,1688.4,1.31,57.62,582.0,27.14,54.6
96.169569,7.496,894.5,0.049,2.07,321.0,2.52,20.0
20.83426731,4.0454,988.4,0.256,2.74,595.0,29.62,45.1
15.52861675,2.131,500.0,0.113,1.96,685.0,51.98,17.3
5.407157086,5.8919,74653.3,1.062,125.96,1984.0,3667.86,2882.0
1.946198513,4.0336,130722.0,0.249,52.58,1853.0,2779.44,902.8
5.26641416,2.4404,223.8,0.774,2.62,1421.0,964.18,37.8
1.81139053,8.64,77.5,1.137,14.47,1466.0,1092.69,12.5
4.2058608,7.39,182.0,0.438,1.14,1012.0,248.04,13.3
10.04556377,3.2027,671.4,0.075,2.19,766.0,81.61,66.5
67.41958542,7.645,182171.0,0.72,49.46,470.0,11.48,836.0
9.69310837,2.734,1130.7,0.534,2.12,609.0,32.4,30.4
8.99088621,4.2447,469.7,0.77,2.78,960.0,200.35,93.6
1.428766771,3.9753,92.2,0.354,1.01,1737.0,2157.42,3.6
8.0103929,4.2713,294.1,0.045,1.88,940.0,184.38,34.6
3.311864148,1.4049,5976.5,0.905,9.06,1116.0,365.94,448.2
5.78387049,1.3966,413.3,0.227,2.07,1051.0,288.69,20.7
53.556625,16.18,3963.0,0.879,26.31,1076.0,317.03,22.1
16.56806842,4.2647,1331.4,0.164,2.54,548.0,21.27,41.9
0.700606479,0.993,23.5,0.37,1.22,3312.0,28551.69,9.0
11.720123999,3.0039,9763.3,0.623,7.94,660.0,44.89,707.3
2.08802799,24.017,70.8,0.9865,1.93,2003.0,3806.17,60.5
12.92489803,2.6811,959.0,0.768,2.62,620.0,34.95,49.5
0.542122617,1.283,88.3,0.108,0.94,2238.0,5914.13,16.3
72.3826983,8.279,366.4,0.791,4.21,575.0,25.83,29.5
2.94648935,3.155,57.0,0.01,0.89,1497.0,1187.5,12.7
161.78832712,5.31,87750.0,0.267,36.14,375.0,4.68,704.5
10.08881066,1.7726,1995.9,0.921,4.71,734.0,68.62,51.4
7.256962446,4.9402,463.2,0.676,3.53,1163.0,432.1,168.3
12.07760884,2.233,151.0,0.264,1.03,708.0,59.51,14.0
21.3588236,5.823,640.1,0.092,2.52,691.0,53.89,33.2
371.1495,15.855,597.3,0.228,2.07,245.0,0.85,11.5
339.18109,5.34,157.9,0.077,1.7,332.0,2.88,11.5
2.873657901,2.1054,43895.0,1.13,110.29,1830.0,2645.12,65.6
19.651209505,5.2514,11766.3,0.723,12.42,730.0,67.03,513.4
5.644914154,2.2599,1397.9,0.445,2.66,744.0,72.38,63.9
0.676715927,0.63,264.5,0.652,1.29,1735.0,2135.8,14.5
17.9346606,6.25,142.7,0.976,2.8,1002.0,238.78,18.8
51.42598578,16.9422,66067.7,0.203,29.66,549.0,21.4,1843.8
19.96367208,2.6403,270.9,0.846,1.5,564.0,23.88,36.3
2.27190723,5.383,149.0,0.719,1.12,1318.0,714.27,36.8
18.6052046,6.829,242.5,0.093,1.94,833.0,113.88,13.1
6.31943553,3.3422,581.1,0.775,2.71,986.0,223.15,61.0
24.0612744,19.9438,440146.0,0.461,83.77,749.0,74.37,1161.1
41.8059544,6.057,434.4,0.029,2.02,533.0,19.02,28.3
29.911334059,7.26916,354377.0,0.559,47.83,471.0,11.68,1349.8
1.507100589,5.8097,497657.0,0.336,131.16,2378.0,7555.78,711.8
49.873958,1.351,562.0,0.4119,1.5,366.0,4.26,5.7
76.377855,4.809,11004.0,0.577,6.28,240.0,0.78,38.6
17.14648756,4.2354,440.3,0.918,3.64,811.0,102.24,28.3
45.3486381,4.858,162.9,0.847,1.61,531.0,18.84,15.9
2.21701025,2.148,29.4,0.0662,1.16,2371.0,7467.21,11.7
7.46662068,3.87,120.9,0.255,1.65,1141.0,401.08,27.4
34.0350605,6.695,727.8,0.474,2.76,583.0,27.24,41.3
253.40538,7.43,240.8,0.3967,2.69,443.0,9.13,5.0
23.2218115,2.744,210.4,0.913,2.42,746.0,73.08,16.9
358.96247,23.49,670.8,0.424,2.37,242.0,0.81,12.1
3.613757526,5.9128,4872.2,0.812,7.05,1182.0,461.67,591.2
4.301031137,5.65214,204153.0,0.79,93.01,1454.0,1056.61,1526.2
0.735146413,5.053,275.4,1.192,168.34,5366.0,195250.9,78.0
0.687506554,1.441,130.3,0.085,8.73,4748.0,120304.4,14.4
101.889228,2.71,80.9,0.0237,1.43,487.0,13.26,8.5
15.77980122,4.0369,541.4,0.025,2.11,713.0,60.96,39.4
2.46050095,1.861,276.8,0.052,1.03,969.0,208.54,16.7
99.6415962,4.448,952.5,0.028,2.64,360.0,3.97,22.7
0.787120016,3.1648,265.5,1.263,23.81,1972.0,3579.78,43.3
23.67513153,4.647,980.4,0.822,2.76,528.0,18.38,32.6
3.148661555,2.1978,550.5,0.652,2.15,1097.0,342.76,35.3
67.6690554,9.556,961.1,0.354,3.39,495.0,14.24,37.2
2.151214629,2.226,332.6,0.235,14.54,3287.0,27604.18,28.5
3.58957045,3.418,1221.2,0.002,2.49,862.0,131.02,53.6
94.886902,6.923,641.7,0.982,4.24,429.0,7.99,25.5
15.72585941,3.8284,1313.1,0.122,2.69,602.0,31.13,32.7
31.59115876,2.6431,1434.4,1.247,72.91,783.0,88.84,83.5
1.061934816,3.2551,437.2,1.25,25.72,1660.0,1789.63,74.5
10.19849255,2.4283,634.1,0.714,1.75,559.0,23.11,21.4
219.74735,22.48,190.4,0.097,3.24,427.0,7.82,12.7
245.01902,8.56,375.9,0.3471,1.98,310.0,2.17,10.1
2.164570593,1.2862,525.1,0.338,1.27,783.0,88.91,19.8
54.77145968,37.1871,7224.8,0.637,34.32,777.0,86.12,751.1
15.5714121,2.294,173.5,0.312,0.72,399.0,5.98,13.0
1.886002102,1.021,47.4,0.361,0.65,1433.0,997.72,7.6
5.424749327,1.139,7680.0,0.016,5.15,625.0,36.05,78.0
0.974479091,1.866,221.2,0.224,1.19,1513.0,1239.32,25.3
0.98376204,10.052,55.0,1.01,12.44,4203.0,73867.88,25.2
1.105095798,2.624,141.7,0.295,0.89,1445.0,1025.9,17.4
54.323118,25.863,538.0,0.9727,5.06,706.0,58.78,19.2
67.7125988,1.538,542.4,1.8756,82.63,460.0,10.63,13.4
15.65563866,3.9305,955.9,0.304,2.55,623.0,35.62,53.2
11.023474798,1.4814,1795.5,0.724,2.46,429.0,8.04,77.2
1.04562195,1.8955,213.0,0.037,1.45,1710.0,2031.84,25.3
0.94808587,8.03,229.8,1.105,37.72,3359.0,30040.23,145.3
45.3965379,3.826,1001.6,0.085,1.97,326.0,2.66,15.3
5.71489692,2.3572,425.9,0.011,1.33,747.0,73.38,73.0
28.5742692,4.9427,824.9,0.068,2.32,538.0,19.83,97.1
532.9307,3.89,181.4,0.4579,4.68,498.0,14.53,5.3
134.96694,18.43,68.4,0.0156,0.87,385.0,5.18,6.9
18.87022157,3.1404,1096.6,0.013,2.82,621.0,35.13,72.7
360.15417,12.806,790.6,0.2583,2.99,270.0,1.25,11.1
0.56681727,1.779,35.9,0.042,0.42,1832.0,2676.11,9.1
186.55347,13.57,334.5,0.2803,1.86,341.0,3.18,11.0
4.39049637,3.0112,113.5,0.389,2.07,1637.0,1701.16,31.1
243.82122131,10.9312,56799.3,1.029,56.63,365.0,4.18,2804.3
15.160166,5.856,307.9,0.228,2.09,821.0,107.59,26.1
1.88984957,19.45,249668.0,1.182,73.04,1221.0,526.5,401.5
204.280255,37.2,10579.0,0.875,8.99,236.0,0.73,35.1
4.45814897,2.867,188.1,0.754,1.61,1212.0,511.6,14.3
62.7356439,10.7925,243702.0,0.73,90.12,590.0,28.65,1115.3
0.76757669,2.04757,157612.0,0.821,34.23,1530.0,1294.42,431.3
1.023470248,2.3804,129526.0,1.409,100.39,1807.0,2522.39,262.2
3.108251172,2.5048,1867.7,0.9,4.43,1096.0,340.69,156.5
17.512014768,1.8248,4511.7,0.994,13.66,804.0,98.77,322.3
4.442520831,2.4779,531.5,0.966,3.98,1392.0,889.36,100.3
2.97041801,2.2369,530.7,0.379,1.7,991.0,228.11,22.4
4.9432827,40.01,27.1,0.5719,1.21,1739.0,2161.95,12.9
381.850599,4.772,1702.0,0.4148,3.59,222.0,0.58,13.8
1.174683069,2.5167,356.4,0.98,3.06,1901.0,3076.92,87.5
5.35745121,2.592,78.2,0.119,1.65,1457.0,1065.83,16.4
1.036592635,2.40749,124498.0,0.898,463.05,4194.0,73013.77,444.7
427.65334,11.17,157.1,0.4355,1.97,284.0,1.53,7.2
1.80774253,2.637,592.6,0.9062,5.29,1822.0,2606.24,15.1
4.664188563,3.773,11360.5,1.254,52.09,1221.0,525.46,272.6
26.2402438,3.024,174.0,0.36,1.16,583.0,27.36,7.9
67.0930642,7.334,1254.2,0.822,3.51,420.0,7.38,73.7
14.5565618,4.554,103.8,0.031,1.08,787.0,90.4,17.1
1.752553762,3.877,414.7,0.346,1.06,933.0,178.74,32.5
4.585466941,3.4437,383.5,0.823,3.29,1307.0,688.54,84.8
15.3466028,4.966,238.5,0.591,3.64,1194.0,480.12,13.0
0.82820657,2.70353,118533.0,0.94,35.67,1473.0,1109.75,548.3
43.263305017,10.0915,359086.0,0.555,62.75,505.0,15.38,2415.6
5.92972237,2.518,412.1,0.048,1.92,972.0,210.95,8.9
5.248667607,1.917,601.2,0.847,2.84,1056.0,293.42,59.5
18.79852,4.795,487.4,0.936,2.04,509.0,15.82,11.2
7.97033985,2.6675,490.8,0.107,1.81,839.0,116.77,23.5
2.41660149,1.9699,83.6,0.035,0.92,1343.0,770.05,33.7
12.53248222,4.0168,1145.9,0.668,3.24,775.0,85.15,66.7
355.79978,5.972,172.3,0.4433,1.87,324.0,2.6,10.5
112.645961,7.037,1957.9,1.277,35.36,377.0,4.76,23.3
1.149198426,4.1603,37721.0,1.167,42.03,1690.0,1922.43,164.2
45.035589512,9.8341,404836.0,0.499,82.4,600.0,30.66,1763.5
3.57017774,4.473,79.6,0.094,57.36,6119.0,331478.01,8.9
4.147021189,2.8997,3680.7,0.255,7.31,1258.0,590.84,421.2
29.7452499,22.695,778.9,0.941,3.6,557.0,22.74,55.9
38.2856338,6.512,322.8,0.115,1.77,534.0,19.24,15.0
3.17059731,1.6686,325.4,0.793,1.69,1080.0,321.28,20.1
5.81289843,3.979,76.3,0.499,0.93,1102.0,348.61,9.5
10.81589054,4.73495,45399.6,0.219,32.48,1086.0,328.64,4313.4
82.292865,7.048,371.1,0.195,1.82,400.0,6.07,13.0
3.51295674,3.06,83.1,0.499,1.1,1434.0,999.6,22.5
29.9632816,2.6,893.2,0.855,2.24,391.0,5.55,17.7
3.10197712,7.083,124.6,0.984,2.64,2246.0,6009.05,63.3
6.11010439,2.314,59.7,0.284,0.93,1125.0,378.84,11.8
4.56447463,6.415,208.4,0.508,1.13,902.0,156.74,42.6
0.66234265,1.049,2359.0,0.631,5.13,2089.0,4499.32,12.4
350.98474,14.49,600.0,0.0886,1.97,228.0,0.63,10.8
0.668483494,2.4129,722770.0,0.773,138.76,2082.0,4439.53,334.3
13.72710334,7.3419,199.2,0.025,2.38,1005.0,241.58,62.5
2.14344093,3.9741,133317.0,0.686,28.69,1033.0,269.48,645.9
0.743495989,2.255,172.8,1.144,11.82,1617.0,1612.65,26.0
60.32494216,6.6188,20280.4,0.224,12.19,411.0,6.77,347.2
3.74031708,2.394,165.6,0.277,1.38,1287.0,646.81,15.6
20.6180348,3.267,769.5,0.155,1.57,359.0,3.92,16.3
52.75878505,6.6517,5805.8,0.344,8.76,540.0,20.08,265.4
3.42390809,1.773,153.1,0.213,1.25,1212.0,508.75,13.1
1.05680287,5.748,82.3,0.563,0.83,1633.0,1686.88,10.9
12.4262889,18.764,94.2,0.879,1.23,864.0,131.83,20.5
21.12752693,2.253,51.8,0.157,20.93,2349.0,7200.22,18.4
6.41491277,3.3629,121.0,0.869,1.4,1069.0,309.12,51.1
39.206808648,6.24701,186978.0,0.81,50.2,516.0,16.82,1274.3
3.76417012,2.0111,558.4,0.287,1.7,908.0,160.99,27.2
0.758355704,4.4135,9568.3,0.846,8.78,1765.0,2292.94,153.3
1.21475168,6.93,266.1,0.461,5.5,3302.0,28091.85,7.9
17.042155208,7.80412,55165.0,0.455,24.93,760.0,78.98,2046.2
10.738427243,2.3544,1684.2,0.036,6.96,1137.0,394.4,112.8
17.5509742,4.064,3859.0,0.2023,5.97,700.0,56.9,9.7
5.28790754,8.5274,343.9,0.474,7.1,1661.0,1802.31,90.6
14.313157391,8.90236,21566.9,0.004,34.98,1144.0,404.48,4262.9
353.36705,3.279,34.1,0.2481,2.6,701.0,57.03,7.0
2.6160943,21.34,29.3,0.6458,0.81,1744.0,2188.14,5.6
24.08632177,2.236,1041.7,0.802,2.78,500.0,14.78,18.0
11.344347453,5.9738,258242.0,0.692,62.52,810.0,101.92,437.2
1.752564549,3.503,116.6,0.741,1.38,1741.0,2174.09,38.0
0.566785459,2.893,63.8,0.588,0.84,2280.0,6410.46,16.5
27.81892382,8.3777,238224.0,0.606,50.0,610.0,32.75,156.8
0.987069622,1.0092,384.8,0.2,2.43,2232.0,5878.09,2.5
11.76307164,2.9076,1037.3,0.048,2.35,616.0,33.99,48.9
0.941840589,5.06,388.3,1.198,27.05,2200.0,5547.35,23.0
14.42735088,4.857,117.0,0.977,1.53,783.0,88.9,21.5
0.933728196,3.441,67.7,0.015,0.85,2006.0,3826.49,13.3
457.513348,5.763,562.5,0.9613,25.18,512.0,16.21,3.9
0.960842633,2.6441,2022.9,1.341,67.53,2808.0,14655.53,176.1
17.2922631,7.042,203.1,0.865,2.13,809.0,101.22,23.7
134.4665,5.27,1032.0,0.2848,2.48,280.0,1.45,6.7
5.801880653,4.2608,41924.0,0.773,19.91,964.0,203.62,396.8
11.76921923,3.219,519.3,0.964,3.12,868.0,134.04,27.4
11.96407399,4.526,784.2,0.903,3.21,808.0,100.96,22.9
3.595769013,3.1569,383.7,0.496,2.39,1296.0,666.88,45.9
11.02520205,12.8097,429759.0,0.439,164.02,1294.0,663.18,2585.5
0.93891532,2.134,39.1,0.069,1.13,2667.0,11944.88,8.2
17.30795548,5.1126,633.0,0.0,3.56,815.0,104.37,46.4
4.6484156,38.1939,128.4,0.968,5.06,2259.0,6152.88,91.7
12.893018017,3.30029,16032.8,1.241,62.52,1004.0,240.5,453.0
8.027681123,3.0942,8725.4,0.495,8.43,824.0,109.35,461.5
28.5463574,9.29,153.3,0.2411,1.35,596.0,29.76,10.1
10.94026745,2.3494,538.6,0.595,2.08,764.0,80.52,30.6
13.37935853,8.809,353.5,0.974,6.65,1395.0,896.56,36.2
55.119831,4.703,114.5,0.6049,1.68,622.0,35.48,8.2
9.44942685,6.40303,488997.0,0.395,68.38,813.0,103.29,1246.3
12.7945474,3.4197,816.7,0.18,1.6,455.0,10.1,54.1
5.93720557,4.882,371.4,0.976,1.84,894.0,150.81,59.9
0.566795586,4.124,39.4,0.686,0.66,2296.0,6597.1,19.6
63.909601,11.85,143.0,0.0578,0.76,351.0,3.57,6.1
2.69633621,5.238,238.6,1.141,15.78,1334.0,749.66,26.5
5.682410334,5.33373,220418.0,0.761,72.9,1141.0,401.43,2041.6
0.764597756,1.119,16.6,0.345,0.72,2708.0,12721.72,12.0
5.99321872,3.92,203.2,0.02,1.23,952.0,194.41,9.5
19.979098,10.5638,38418.0,0.576,22.98,739.0,70.59,449.1
2.44199803,2.759,251.7,0.856,1.44,1282.0,638.05,27.2
10.12742274,1.2762,933.5,0.696,3.8,969.0,208.77,19.5
21.21712312,5.89,636.0,0.89,2.97,706.0,58.63,56.2
15.33528675,3.897,3081.4,0.773,5.0,610.0,32.67,86.6
0.995861402,1.1507,4993.8,1.256,26.93,1477.0,1124.35,272.0
15.0367776,3.042,503.5,1.115,8.02,381.0,4.96,10.8
2.8736467,1.682,215.7,0.985,6.47,2866.0,15977.28,21.2
1.952711161,0.872,403.0,0.962,2.58,1403.0,917.15,30.7
13.72462702,6.9758,281.8,0.748,2.13,831.0,112.82,50.1
0.562273947,3.1572,67.0,0.662,0.73,2083.0,4412.19,52.4
