koi_period,koi_duration,koi_depth,koi_impact,koi_prad,koi_teq,koi_insol,koi_model_snr
4.8538404,3.198,196.4,0.943,1.72,1052.0,288.7,15.4
4.903321801,2.8887,334.5,0.016,2.37,1247.0,570.65,84.5
0.778705577,6.445,54.5,1.1716,59.33,4233.0,75864.33,104.9
9.18244299,4.318,87.6,0.257,1.24,1052.0,289.74,20.3
3.290114076,1.5151,645.3,0.203,1.49,802.0,97.96,30.3
1.389947459,1.193,1213.8,0.437,3.39,1665.0,1816.13,136.4
41.6980186,5.7047,440.8,0.002,2.03,537.0,19.61,43.4
2.48658617,2.7189,42122.0,0.079,24.39,1461.0,1077.69,91.6
2.58083264,2.1729,270.2,0.16,1.31,1130.0,386.18,17.5
66.6504521,5.744,536.9,0.433,1.56,308.0,2.14,27.1
5.9371708,4.954,157.1,0.4778,1.17,945.0,188.41,10.1
31.43284649,5.3541,178874.0,0.815,57.21,577.0,26.19,154.0
205.5833309,6.0353,24872.0,1.215,42.69,323.0,2.58,216.1
2.392630668,1.3705,101.5,0.909,1.33,1418.0,955.41,20.5
32.9045733,4.402,662.3,1.232,28.34,568.0,24.63,19.7
6.282033445,8.3777,181787.0,1.777,144.85,1029.0,264.78,1178.0
18.75470238,3.0331,995.3,0.034,1.67,382.0,5.03,33.2
8.467706136,4.05376,77323.6,1.054,43.98,844.0,120.02,976.0
460.77905,15.541,239.3,0.324,4.24,387.0,5.32,12.7
1.33254212,3.848,37.4,0.662,1.45,2694.0,12477.61,10.6
7.2593226,6.1394,247.5,0.366,1.57,967.0,206.88,40.1
6.96704926,3.73,213.7,0.906,6.14,1774.0,2341.58,18.6
8.8249556,2.976,121.1,0.21,1.1,928.0,175.17,8.6
1.267693801,3.57993,333641.0,0.589,64.84,1606.0,1572.85,713.8
1.954525966,2.0944,392.8,0.673,2.38,1540.0,1331.18,43.1
0.566795196,2.18,14.8,0.227,0.35,2066.0,4277.24,13.1
443.66,7.99,360.7,1.194,33.2,331.0,2.85,6.3
17.6604653,2.837,309.2,0.689,1.76,690.0,53.57,11.3
10.42360821,5.404,878.3,0.001,1.67,515.0,16.64,18.7
476.39752,12.13,287.8,0.2293,1.82,261.0,1.09,11.1
230.385488,3.134,568.1,0.2423,10.13,522.0,17.57,9.3
39.6766071,5.04,611.2,0.639,2.29,473.0,11.85,24.9
12.37646897,2.7075,1709.0,0.468,2.53,483.0,12.87,81.2
45.29422297,6.83,477.1,0.025,2.26,524.0,17.75,134.8
1.381257093,1.125,92.3,0.351,1.1,1728.0,2110.47,11.0
22.8245144,6.617,322.7,0.279,3.36,946.0,189.46,15.9
1.33255087,3.565,123.3,0.415,1.19,1728.0,2107.29,14.0
2.35574505,1.796,266.9,0.5,1.34,1093.0,338.4,17.0
155.046089,10.205,2238.0,1.271,444.08,1101.0,347.12,36.7
6.47539108,2.7048,530.6,0.486,1.92,793.0,93.41,28.1
4.13592927,2.377,156.2,0.168,1.43,1226.0,535.42,15.2
6.97106919,3.9125,452.8,0.044,2.07,946.0,189.16,41.7
0.567493852,1.35349,7984.0,1.275,65.47,3024.0,19665.18,1219.8
26.1363443,6.613,362.2,0.187,2.8,782.0,88.29,38.1
1.72929014,3.609,84.5,0.089,0.86,1497.0,1187.75,9.6
2.52123022,4.739,145.9,1.158,9.68,726.0,65.58,8.9
3.93766786,4.655,24.3,0.226,1.36,1947.0,3388.82,16.8
1.6783263,2.5123,146.3,0.91,1.57,1659.0,1797.15,76.1
1.336109338,1.7419,2204.3,1.28,35.19,1727.0,2106.49,150.0
4.44737112,19.45,224.4,0.978,2.06,1068.0,307.65,93.0
3.7789374,10.767,56.0,0.6778,0.48,860.0,129.06,15.1
60.0546149,3.435,326.1,0.3355,5.24,694.0,54.88,11.8
207.24785,6.159,809.2,0.21,1.56,189.0,0.3,13.2
3.044771557,11.0593,487818.0,0.295,231.93,2816.0,14849.39,3684.9
0.5667638,1.73,64.5,0.158,0.75,2178.0,5335.09,2.4
6.10027621,4.7476,766.6,0.015,2.59,990.0,227.15,43.2
0.566805887,5.2317,1.7,0.762,0.08,1554.0,1368.32,0.8
51.0674355,4.374,597.5,0.482,2.44,499.0,14.69,18.7
1.061002863,1.962,142.4,0.337,1.06,1679.0,1883.03,15.7
20.99757968,2.454,1131.8,0.277,2.97,582.0,27.2,44.7
87.455958,18.257,1604.9,1.262,70.11,728.0,66.26,118.9
25.5638626,4.685,1124.9,0.85,4.0,671.0,47.94,31.6
461.13781,12.91,408.2,0.003,1.26,173.0,0.21,7.4
2.161583501,4.0537,50163.0,0.715,29.61,1646.0,1741.01,239.2
3.723552982,3.5632,40143.0,0.629,18.83,1176.0,452.71,145.7
16.71987303,3.317,523.1,0.437,2.52,767.0,81.63,19.2
2.045166206,6.84312,263637.0,0.661,131.41,2422.0,8125.86,1488.6
3.525632539,2.59959,22335.0,0.12,11.58,975.0,213.12,1996.7
10.43547031,3.4167,210.2,0.174,1.22,759.0,78.35,36.7
39.4420781,7.029,172.4,0.42,2.51,682.0,51.14,15.2
0.755101141,3.371,76.7,0.523,0.19,680.0,50.92,13.4
4.887806806,2.4078,4676.0,0.561,5.71,918.0,167.54,116.1
7.891448838,4.2854,10344.6,0.306,12.63,1028.0,263.54,1955.1
0.56678694,1.959,61.2,0.213,0.63,1920.0,3194.49,8.3
0.874236216,2.352,58.4,0.2375,3.46,6177.0,344046.45,11.1
47.1607932,4.003,723.2,0.028,2.58,503.0,15.07,13.6
4.469754641,1.813,553.9,0.494,2.26,1103.0,350.69,37.1
8.07394097,2.455,1056.0,0.928,1.59,420.0,7.33,16.0
386.370512,11.007,1336.4,0.01,2.96,209.0,0.45,13.1
0.533628226,5.772,81.8,0.9385,2.41,3885.0,53849.23,35.3
18.11993039,4.2309,1506.9,0.206,2.95,563.0,23.77,60.7
16.85592593,2.309,871.5,0.038,1.7,408.0,6.52,19.5
0.607191908,1.30166,17368.7,0.917,12.44,1759.0,2251.28,961.9
2.440839436,0.968,509.5,1.253,21.29,986.0,223.8,14.4
17.73842886,3.0049,605.5,0.845,2.47,596.0,29.74,29.8
1.411230023,1.4325,388.2,0.851,1.71,1164.0,436.04,89.3
12.4260002,30.1966,468.6,0.971,2.39,706.0,58.88,47.8
7.12766417,2.491,229.2,0.125,1.21,784.0,89.24,16.0
2.168451063,1.458,466.9,0.207,2.41,1558.0,1389.18,45.5
5.94228603,2.169,250.0,0.097,1.23,797.0,95.34,7.5
590.44065,7.55,125.7,0.2858,1.62,291.0,1.7,6.9
135.58607679,5.54241,363134.0,0.549,89.83,429.0,7.99,6788.8
6.521209629,2.7975,760.4,0.514,2.54,932.0,178.27,69.8
51.3283527,9.357,692.3,0.582,3.06,546.0,21.06,34.7
1.902208647,2.19877,2343.5,0.116,4.45,1346.0,778.26,363.2
9.72675447,19.6214,6641.6,4.676,995.22,1363.0,815.99,366.4
7.03902016,3.8633,529.8,0.015,2.45,1051.0,288.92,54.3
51.92920654,5.2637,3425.8,0.398,8.49,574.0,25.6,81.8
3.664964374,3.9058,90827.0,0.552,30.98,1184.0,464.89,437.8
10.78438513,1.408,233.6,1.18,75.04,1397.0,900.7,15.6
4.75400072,2.5394,748.7,0.672,2.0,775.0,85.23,141.4
7.244778994,3.3873,99147.1,0.522,25.68,818.0,105.76,1761.4
23.81490574,1.9948,79201.0,0.772,63.1,847.0,121.57,444.4
1.124033822,5.5728,247561.0,0.719,98.04,2547.0,9953.28,792.9
12.643303542,5.48853,236718.0,0.739,34.94,443.0,9.07,2907.6
8.45805119,2.998,258.7,0.697,2.52,1117.0,367.05,18.3
0.523629052,3.443,122.0,0.045,46.33,9801.0,2181689.59,61.4
63.9354965,13.321,1250.6,1.2,2637.6,2590.0,10631.01,57.6
6.337614357,1.742,1807.4,0.972,9.57,1351.0,787.89,132.7
24.61480613,2.6602,1798.0,0.435,4.2,586.0,27.93,68.4
5.660669429,4.6483,737.8,0.477,3.24,1115.0,365.53,201.1
368.48518,11.26,301.8,0.5758,1.98,283.0,1.52,13.7
6.24667547,11.261,396.8,0.877,14.93,1902.0,3095.83,63.6
8.689301216,2.563,1117.0,0.029,2.92,782.0,88.24,70.9
12.713794177,2.44093,36718.7,0.485,2.31,181.0,0.26,2981.3
0.566799927,4.71,145.1,0.188,0.77,1649.0,1738.27,28.9
8.2344072,2.808,59.2,0.812,1.49,1263.0,601.05,11.5
704.962626,18.003,2319.1,0.8495,4.53,178.0,0.24,96.1
2.245738777,8.61629,483487.0,0.397,99.05,1737.0,2156.25,2121.8
332.74984,14.77,518.1,0.1296,2.55,302.0,1.97,8.7
7.36272124,1.3287,429.3,0.253,1.86,901.0,155.72,17.8
0.933747751,3.9236,76.6,0.741,2.07,3112.0,22250.69,49.5
180.71809,10.85,31.2,0.8856,1.28,546.0,20.98,8.6
0.902222843,2.0516,29.7,0.508,48.23,10340.0,2710661.9,5.1
16.21774917,4.9274,758.3,0.336,2.22,664.0,45.87,80.3
0.865759153,0.8408,191.6,0.38,1.53,2100.0,4616.69,18.7
4.76702759,2.013,163.4,0.077,1.19,1046.0,282.97,14.3
43.9311596,12.9395,9304.4,0.855,58.37,902.0,156.74,1070.3
41.477908,10.45,29.9,0.5122,1.09,849.0,122.73,9.6
18.610092584,4.98308,50833.5,1.258,55.23,686.0,52.24,1309.3
0.621361411,1.0628,45.0,0.017,1.12,2913.0,17004.65,24.6
0.73093905,2.8437,451.1,0.018,1.45,1488.0,1159.62,52.4
13.84984567,7.2783,84.6,0.012,1.45,977.0,214.98,35.2
5.448321078,2.2213,529.4,0.614,2.17,978.0,215.95,55.1
9.93962361,3.432,300.1,0.934,1.93,722.0,64.29,21.5
6.581477136,3.0896,2318.9,0.137,4.56,881.0,142.63,116.2
13.12162167,3.6138,196.9,0.807,1.99,913.0,164.48,32.7
28.7850347,2.102,102.9,0.2978,2.5,993.0,229.66,6.2
10.7769944,2.616,185.6,0.069,1.15,752.0,75.83,11.3
1.085229874,0.652,238.1,0.439,1.37,1632.0,1675.45,7.6
6.400157105,2.0004,743.2,0.898,2.52,810.0,101.72,49.1
2.633852528,2.0206,259.8,0.204,1.38,1131.0,387.43,23.3
350.34114,16.97,1363.8,0.01,2.5,202.0,0.39,16.4
2.212877035,4.66961,376200.0,0.518,69.18,1507.0,1221.98,2731.0
6.877446033,1.3692,1632.3,0.79,2.05,484.0,12.95,39.6
14.6134781,5.266,72.8,0.086,1.12,901.0,155.87,15.2
3.055171082,1.6798,8665.3,1.204,35.24,1358.0,804.33,143.2
1.33256952,2.915,163.5,0.463,1.06,1461.0,1076.99,16.5
4.06844957,2.8349,79.8,0.55,0.98,1170.0,442.08,29.3
1.061937837,2.31,52.0,0.125,0.68,1757.0,2252.16,16.3
10.217121652,4.35647,205223.0,0.786,81.1,994.0,230.53,3617.5
6.238535444,3.5255,401.6,0.008,2.53,1185.0,465.61,274.5
85.3162004,2.7441,1902.6,0.972,6.34,423.0,7.57,32.6
27.6853358,4.661,1660.7,0.897,3.11,461.0,10.67,49.3
17.1369408,6.416,362.1,0.03,2.05,775.0,85.15,25.4
10.6761592,4.594,151.0,0.403,1.79,1049.0,285.79,14.1
0.93373591,4.517,35.1,0.21,0.57,1904.0,3116.05,10.8
7.698431197,5.43677,42548.8,1.149,42.72,878.0,140.16,942.6
7.436016459,4.16284,106527.0,0.433,31.39,968.0,207.61,742.1
1.58826263,2.655,78.9,0.021,0.47,862.0,130.67,8.5
2.69634575,3.785,185.2,0.54,1.46,1287.0,650.06,35.4
11.83271013,6.152,176.3,0.548,1.17,728.0,66.51,12.7
0.905677864,2.2432,3670.4,1.321,325.51,3989.0,60020.95,107.4
20.0983676,5.207,157.8,0.02,1.58,775.0,85.34,20.9
0.947730124,1.1171,152.5,0.473,2.82,3914.0,55681.21,18.0
30.4838006,2.6,18441.0,1.222,23.87,315.0,2.32,9.4
51.07926451,6.3729,736.8,0.017,2.75,503.0,15.17,126.8
37.1083458,4.112,366.5,0.612,1.71,492.0,13.84,7.9
21.0871953,5.92691,8894.7,0.065,14.43,873.0,137.06,556.2
11.300987626,10.5199,325703.0,0.606,97.12,1019.0,254.84,5027.8
4.871223664,1.5916,6462.0,0.706,1.56,341.0,3.18,50.5
29.5422566,13.902,879.9,0.959,3.15,515.0,16.56,39.5
6.14631207,3.803,891.1,0.937,4.79,1260.0,594.72,20.3
75.378956896,7.70352,539175.0,0.273,58.76,365.0,4.17,1886.6
1.35337091,2.2396,104562.0,0.579,26.69,1444.0,1031.53,303.0
121.5991278,15.1596,10537.0,5.011,379.63,358.0,3.87,297.0
0.572937573,2.576,80.8,0.7866,1.57,3271.0,27058.33,32.0
512.11636,9.557,315.4,0.5008,1.47,198.0,0.36,10.9
24.70932686,5.0698,29265.0,0.928,25.1,662.0,45.33,284.7
13.2970695,3.283,219.7,0.03,0.91,515.0,16.64,14.9
9.80321143,4.4617,813.4,0.663,2.99,896.0,152.12,53.1
2.866680334,1.1264,712.4,0.968,2.93,1045.0,282.64,43.0
0.584310213,2.1801,809.4,1.209,23.09,2053.0,4190.91,91.9
3.187087241,7.2897,129093.0,0.665,928.96,4037.0,62743.06,197.0
0.535224793,3.3402,228.7,0.017,1.09,1783.0,2385.75,48.8
379.08202,33.87,1609.1,1.181,23.99,253.0,0.97,23.2
12.20951755,4.1808,538.1,0.779,2.61,791.0,92.68,45.5
28.1117095,1.689,119.4,0.1158,1.19,599.0,30.39,6.5
5.8957069,56.84,129.7,1.3087,32.41,1002.0,238.37,24.1
13.667809025,2.7993,127.7,0.212,0.91,705.0,58.32,2.6
5.50817321,3.6845,226850.0,0.739,39.18,768.0,82.55,268.7
8.46184728,35.525,411.2,0.965,4.92,1511.0,1233.13,142.4
42.070868,1.293,386.2,0.2878,1.82,469.0,11.43,5.7
3.57551429,2.364,92.8,0.462,0.89,1061.0,299.19,16.6
4.14451656,2.3421,391.8,0.004,1.48,864.0,132.08,22.8
480.03759,16.25,717.4,0.2596,1.14,109.0,0.03,9.0
0.615787196,3.067,110.6,0.7452,3.5,3886.0,53910.99,23.9
8.2904597,2.6002,173007.0,0.426,23.96,594.0,29.41,297.2
19.74733983,3.4444,480.7,0.595,2.62,754.0,76.57,47.1
1.79683793,7.911,223.3,0.979,3.37,2397.0,7783.32,27.9
1.318347743,0.871,113.2,0.427,1.23,1861.0,2827.4,10.6
1.953285321,1.67598,1520.3,1.312,151.56,2927.0,17363.68,237.7
0.953734449,1.7616,1240.4,1.262,47.65,2672.0,12038.6,120.5
4.49876511,3.7362,460.0,0.312,2.1,1133.0,389.62,29.5
3.224486463,4.61686,403734.0,0.421,79.08,1456.0,1060.42,1905.1
2.806243488,1.6271,599.6,0.043,1.41,771.0,83.53,22.4
11.63486009,5.466,292.3,0.053,2.61,961.0,201.96,18.4
55.25178622,6.094,39873.6,0.978,27.32,444.0,9.15,585.0
2.66588544,5.004,167.0,0.276,0.98,1041.0,278.03,17.2
91.3514816,8.707,210.0,0.008,1.57,428.0,7.93,25.5
0.824851807,1.93637,30099.2,1.185,78.0,2539.0,9801.46,642.2
5.640676975,2.8354,1453.3,0.033,4.59,1125.0,379.36,145.9
5.233450136,8.57374,430422.0,0.457,70.33,1050.0,287.6,3921.8
8.643550046,3.1273,67298.6,1.076,38.21,779.0,87.16,849.3
148.666527,4.353,319.4,0.2782,6.81,559.0,23.08,8.6
47.3186631,10.465,263.4,0.189,2.1,598.0,30.22,36.2
27.009807384,1.96698,67898.0,0.949,22.32,330.0,2.82,541.3
2.352273912,1.7389,318.6,0.095,1.29,1019.0,255.03,20.4
5.06318803,13.8913,662677.0,3.4,302.18,908.0,160.52,1602.7
2.525591777,1.6545,603.3,0.701,2.75,1406.0,926.16,40.9
1.28619671,1.114,137.2,0.874,1.27,1646.0,1740.01,5.9
15.60862948,6.6957,34356.0,1.171,39.42,648.0,41.71,186.0
16.38489988,3.0249,1127.1,0.001,2.0,433.0,8.35,28.9
0.9438885,2.592,35.8,0.649,1.45,3158.0,23572.82,8.3
1.08908149,2.262,130.7,0.31,0.69,1131.0,386.2,9.9
471.37787,16.91,102.9,0.0666,1.31,267.0,1.2,12.2
373.74691,28.37,622.3,0.834,2.65,260.0,1.08,16.2
5.554227226,4.77434,142313.0,0.174,31.71,930.0,176.7,1517.7
22.71443351,6.0875,575.1,0.816,4.01,766.0,81.57,74.4
7.170710381,2.9225,863.3,0.188,2.73,890.0,148.09,89.3
0.84986054,1.3875,6571.5,1.26,67.45,2260.0,6185.9,100.1
4.206070484,10.6988,119812.0,0.949,172.66,2547.0,9955.22,508.0
0.597933142,3.47133,284383.0,0.634,63.46,2161.0,5169.99,1490.3
47.1484324,3.1347,1113.8,0.668,2.58,391.0,5.5,54.5
1.736952453,2.40641,8079.2,1.276,33.46,1395.0,891.96,505.6
20.55848388,1.449,677.3,1.334,36.9,624.0,35.76,20.8
4.13443512,3.1402,686.0,0.762,2.77,1160.0,427.65,40.2
25.2034128,4.515,697.1,0.168,2.42,600.0,30.62,22.3
47.0568476,5.2232,1531.2,0.027,2.84,411.0,6.72,38.0
0.536544193,2.918,159.5,0.267,0.9,1745.0,2199.75,25.3
65.4317194,12.2384,153407.0,0.885,59.22,490.0,13.58,1146.6
1.69999106,3.289,95.6,0.388,0.55,934.0,180.38,10.6
76.6139446,10.22,498.7,0.851,2.61,466.0,11.12,28.6
11.702203927,2.75173,28998.7,0.967,57.95,1240.0,560.24,2184.7
15.60865244,6.26,311.4,0.985,6.17,1419.0,958.55,46.9
1.022028468,8.866,1344.5,1.247,26.91,1649.0,1755.39,184.5
14.64613058,5.688,593.5,0.561,2.22,694.0,54.95,30.0
81.4160138,14.175,762.3,0.911,4.63,522.0,17.53,54.3
159.05846,10.08,194.3,0.7004,1.54,376.0,4.73,6.3
0.93373718,2.582,18.9,0.29,0.48,2097.0,4570.22,8.4
3.619309734,3.0504,206.6,0.116,1.47,1156.0,422.53,47.4
0.589458602,0.8278,158.4,0.086,0.98,1848.0,2736.51,17.3
29.5390897,4.139,403.3,0.213,2.51,714.0,61.49,18.8
50.467024395,8.96181,103144.0,0.973,52.88,523.0,17.63,1435.1
23.58444746,5.5545,429.2,0.711,3.0,730.0,66.96,42.8
7.053934488,1.7244,511.5,0.899,2.36,840.0,117.33,56.3
1.547426532,16.1346,532.9,0.947,3.62,1973.0,3587.69,210.1
195.613824,23.777,1651.9,0.891,10.65,467.0,11.24,102.7
376.554588,3.182,481.0,0.0963,2.0,247.0,0.88,5.4
21.1285655,3.852,176.7,0.36,2.88,935.0,180.55,12.5
9.10969334,5.3181,126.4,0.761,1.32,873.0,137.45,47.8
0.571940563,0.9031,54.3,0.792,1.88,3320.0,28727.59,22.8
15.582794732,3.76683,52760.0,0.759,14.0,397.0,5.86,439.3
0.93373761,3.303,58.7,0.041,1.0,2073.0,4359.29,9.7
1.621668852,1.7517,7662.0,1.194,32.76,1598.0,1546.28,67.8
2.553924603,9.835,1680.1,1.258,32.67,1352.0,789.69,100.5
10.66489514,3.159,292.6,0.308,1.76,865.0,132.15,25.3
5.40597608,2.79,461.0,0.013,31.78,2818.0,14885.1,23.5
9.948701373,3.2922,2749.5,1.277,29.19,704.0,57.93,103.1
2.382951591,1.8876,391.6,0.479,1.86,1253.0,583.01,41.4
1.205412526,1.537,109.2,1.092,12.6,1988.0,3681.8,17.2
1.731079436,1.8419,11974.0,1.404,56.05,1541.0,1332.5,36.2
11.2580745,23.516,713.3,0.955,2.14,497.0,14.44,55.4
10.5007712,14.522,183.4,0.034,5.68,1378.0,852.28,45.3
9.08590495,2.0718,2121.3,0.978,6.28,861.0,130.1,50.5
66.5576728,10.532,214.2,0.254,4.96,757.0,77.68,21.3
7.334073405,2.7308,326.9,0.559,1.42,870.0,135.81,2.6
34.9897847,4.208,498.5,0.034,1.14,292.0,1.71,11.5
105.6552651,9.39,1366.9,0.371,4.22,407.0,6.51,42.3
0.537110149,1.7976,92.0,1.106,32.19,3195.0,24545.75,41.1
1.55400389,1.7664,465.8,0.016,1.59,1313.0,704.5,82.1
4.2055797,19.4,100.5,0.9883,1.8,1345.0,773.19,71.7
2.5212708,2.706,163.3,0.3286,0.81,1003.0,238.81,7.8
22.673145675,6.6324,65410.8,0.605,30.92,684.0,51.67,912.0
293.70696,11.03,1575.0,63.9417,6140.44,274.0,1.34,11.2
1.33256256,3.088,174.9,0.137,16.03,4529.0,99175.88,11.9
42.02646,2.553,190.0,0.7156,1.5,561.0,23.47,6.0
110.29512684,16.5339,176336.0,0.248,37.88,362.0,4.06,2084.3
0.9337465,3.629,49.9,0.167,0.63,1863.0,2852.33,11.6
9.84883968,5.7425,22012.0,1.25,63.42,1134.0,390.19,236.6
34.2685741,4.8251,699.3,0.677,2.44,477.0,12.2,38.2
15.95995611,4.3149,523.2,0.526,2.27,721.0,63.95,70.9
2.621706694,1.941,4572.0,1.279,34.68,1288.0,648.75,24.3
3.886795001,1.7574,471.3,0.119,0.97,571.0,25.26,41.8
9.058487716,4.14334,127971.0,0.213,20.51,547.0,21.15,2098.9
0.962835804,4.9844,14328.4,0.836,458.02,7100.0,602806.92,209.2
7.155547398,4.5711,2568.8,0.883,48.93,2049.0,4166.27,124.6
26.951237675,8.27486,86749.2,1.04,146.33,1082.0,324.38,1451.7
0.759766456,5.323,480.5,1.238,29.02,2128.0,4850.1,73.0
58.64379,24.44,182.1,0.226,1.05,437.0,8.59,12.0
3.70122061,2.523,327.4,0.178,1.62,1087.0,330.02,19.6
368.70839,6.08,957.0,0.5958,2.87,267.0,1.21,12.2
374.514471,6.629,440516.0,1.0492,139.55,295.0,1.79,130.3
3.549386251,2.4342,50664.0,0.818,24.15,1142.0,402.76,108.2
41.74598855,4.6125,421.8,0.049,2.4,584.0,27.58,110.5
44.2018402,4.949,235.6,0.348,1.14,409.0,6.59,18.6
49.18394185,11.3364,1646.2,0.035,8.2,669.0,47.4,355.7
29.015852933,7.19844,71432.1,12.223,1183.06,592.0,29.11,1268.8
0.536650344,2.878,25.8,0.7718,1.57,3380.0,30860.16,7.0
25.706001174,10.969,464960.0,0.43,67.11,579.0,26.55,2008.1
13.93291548,2.6239,131.6,0.908,1.66,852.0,124.53,28.9
2.50012775,28.2,49.9,0.9917,1.66,1977.0,3611.69,17.6
386.59946,3.305,380.7,0.2307,1.89,259.0,1.06,5.8
3.30040818,4.462,98.8,0.008,1.43,1543.0,1341.9,19.3
0.93376962,7.023,125.8,1.142,16.3,1937.0,3343.62,28.5
354.7897,12.62,81.0,0.449,0.47,134.0,0.08,9.2
6.58738839,4.758,258.5,0.523,1.35,871.0,136.02,15.7
267.970682,11.48,357.7,0.008,1.7,280.0,1.45,10.4
21.131609,13.66,73.5,0.0731,0.94,659.0,44.45,6.5
2.453236139,1.6691,1723.2,0.496,2.26,737.0,69.36,158.0
3.60011712,2.396,50.2,0.025,0.5,938.0,182.81,21.6
231.364508,4.747,1488.0,0.6598,2.45,202.0,0.4,9.2
2.158398259,8.1633,93038.0,0.996,101.02,1829.0,2649.52,217.0
8.512037736,2.1861,597.8,0.005,2.14,839.0,117.11,102.2
76.45315813,5.1822,9662.2,1.26,22.89,291.0,1.7,151.8
35.2340413,11.874,465.5,0.2713,2.21,602.0,31.14,14.7
197.37704,18.71,226.2,1.277,84.37,815.0,104.45,15.1
12.90467523,3.28,412.4,0.553,1.49,545.0,20.91,21.2
1.98663794,4.7585,63156.0,1.105,134.5,3234.0,25932.61,193.0
1.662710314,1.83,85.9,0.577,2.16,2307.0,6700.6,23.8
0.885129679,3.156,177.3,0.651,1.21,1780.0,2373.06,21.2
0.542498653,4.257,54.9,0.3422,2.25,5157.0,167191.11,19.8
7.863361238,3.42771,18156.7,0.869,22.7,1057.0,294.86,723.3
6.882686062,5.47323,373662.0,0.399,60.49,921.0,169.85,2842.2
16.07673148,2.205,488.0,0.108,2.14,724.0,64.75,19.3
7.86335883,3.4303,467.3,0.995,7.84,1195.0,482.18,74.3
0.571038347,1.1267,242.1,0.876,1.65,1897.0,3069.59,38.2
0.544962596,1.085,247.9,0.459,1.03,1719.0,2074.18,18.3
5.26648126,1.964,97.8,0.403,1.07,1155.0,420.53,16.0
14.762889172,6.52705,79329.6,1.046,53.72,759.0,78.43,1779.1
7.57571414,2.357,418.5,0.413,2.45,1075.0,315.8,12.8
1.161947482,4.46886,129896.0,0.815,68.69,2174.0,5300.4,2435.4
3.381607,7.627,440.6,0.088,117.25,6037.0,314164.85,16.6
53.100942624,2.2868,19981.1,0.988,24.02,464.0,10.93,1108.5
1.045492348,2.933,28.7,0.708,0.83,2291.0,6522.69,21.7
110.9643706,12.831,1283.2,0.729,2.11,239.0,0.77,42.1
0.705174384,1.11196,375227.0,13.5485,366.76,751.0,75.23,222.8
2.105238039,5.23595,94675.0,0.83,75.1,1966.0,3523.25,1071.9
0.566803996,3.399,141.6,0.123,0.64,1350.0,786.1,23.4
0.960843605,3.22,141.7,1.143,19.15,1904.0,3120.32,25.5
8.35389523,2.2514,1041.6,0.023,2.52,790.0,91.9,43.4
259.34304,16.04,349.7,0.447,6.04,449.0,9.65,13.1
7.1091096,10.67,156.7,0.663,1.08,855.0,126.12,13.0
12.75934489,3.5889,882.1,0.657,2.58,633.0,37.95,70.4
62.8917493,6.831,791.0,0.632,2.5,384.0,5.13,22.6
6.198273591,7.53837,47302.6,0.343,19.81,985.0,222.23,2561.1
94.219289,24.312,1025.9,0.173,2.15,285.0,1.57,37.6
2.17812769,1.645,61.7,0.533,0.78,1421.0,963.16,10.4
37.8658964,4.782,395.2,0.18,2.01,543.0,20.61,25.9
37.8145252,9.109,412.5,0.845,3.04,626.0,36.25,57.9
0.824180121,2.839,208.1,1.171,17.8,1912.0,3155.32,39.7
0.566797404,4.109,69.4,0.119,0.64,1890.0,2993.84,18.8
16.79716262,3.83,1023.8,0.899,2.75,503.0,15.19,21.2
297.113395,4.529,275.4,0.0322,5.37,509.0,15.89,10.1
358.96844,21.71,807.8,0.151,2.7,263.0,1.13,13.3
137.75960504,9.1713,83298.0,0.776,49.52,396.0,5.81,885.9
178.4129899,2.9298,37510.0,0.936,33.24,361.0,4.0,535.1
24.31574009,4.1344,643.3,0.653,2.8,683.0,51.53,42.5
20.5311708,5.67,284.6,0.547,1.39,568.0,24.52,9.8
43.5428781,3.6768,5447.0,0.984,17.47,688.0,53.04,52.1
6.312508525,2.7455,1286.0,0.029,2.0,575.0,25.94,112.5
567.71329,12.85,259.4,0.4247,3.28,325.0,2.64,6.6
320.347208,7.159,262.8,0.548,1.58,274.0,1.33,8.8
8.589644815,9.49469,269518.0,0.686,140.07,1412.0,940.15,5324.6
30.69537638,5.6634,19941.0,0.846,19.39,662.0,45.29,186.8
0.677374687,1.8361,76.7,0.132,0.9,2099.0,4572.56,38.7
4.43529675,2.117,181.9,0.353,1.15,1026.0,261.33,9.6
94.225938,22.08,530.4,0.213,1.93,348.0,3.48,25.4
0.545544979,1.954,92.6,0.604,0.93,2240.0,5913.74,24.8
19.40669392,5.27765,464521.0,0.424,57.97,597.0,30.05,1496.8
0.91849333,2.399,58.7,0.276,0.93,2205.0,5576.7,13.0
3.1877519,14.836,452.3,1.178,19.66,1141.0,400.3,83.2
4.800232532,3.57105,277001.0,0.669,48.67,941.0,184.84,893.6
125.602323,7.105,925.7,0.065,2.89,360.0,3.95,23.3
8.50698069,2.938,295.5,0.816,1.9,900.0,155.42,20.7
16.85825609,2.0728,759.6,0.763,2.51,576.0,26.05,21.8
2.279523364,1.6202,126.8,0.033,0.87,1123.0,374.78,16.7
1.260258822,1.8594,1130.7,0.791,3.57,1569.0,1435.82,128.2
28.86236571,5.4033,449.2,0.778,2.53,623.0,35.56,64.4
4.31978105,7.204,65.8,0.7702,3.87,2111.0,4693.13,23.5
379.11996,7.22,1107.7,0.483,2.74,221.0,0.57,9.2
