,kepoi_name,koi_disposition,koi_period,koi_duration,koi_depth,koi_impact,koi_prad,koi_teq,koi_insol,koi_model_snr
2313,K02901.01,FALSE POSITIVE,0.633514386,1.2792,179.1,0.231,0.81,1357.0,807.27,22.3
2314,K02903.01,FALSE POSITIVE,17.4166143,2.445,314.2,0.489,1.84,723.0,64.73,13.1
2315,K02904.01,CONFIRMED,16.3583482,9.858,116.4,0.887,2.23,959.0,200.1,30.0
2316,K02905.01,FALSE POSITIVE,36.0054414,3.262,117.5,0.745,3.33,1024.0,259.71,14.6
2317,K02906.01,CONFIRMED,13.9093544,6.765,86.8,0.132,1.33,928.0,175.14,15.6
2318,K02692.01,FALSE POSITIVE,1.257689465,0.8399,945.6,0.197,2.45,1513.0,1244.66,45.6
2319,K02693.01,CONFIRMED,4.081411554,2.3239,171.9,0.876,1.0,755.0,77.0,36.9
2320,K02693.02,CONFIRMED,11.41941928,3.3075,150.5,0.918,0.99,536.0,19.47,22.9
2321,K02693.03,CONFIRMED,6.83440674,2.2726,177.1,0.871,1.01,636.0,38.68,29.1
2322,K02751.01,CONFIRMED,24.4004378,2.987,860.5,0.909,2.47,437.0,8.64,20.2
2323,K00264.01,FALSE POSITIVE,4.029810359,3.3316,111.1,0.45,1.77,1479.0,1132.21,62.8
2324,K02752.01,FALSE POSITIVE,1.287622419,0.821,36.5,0.819,0.87,1957.0,3450.59,16.9
2325,K02753.01,CONFIRMED,0.935115863,1.6172,64.8,0.243,1.05,2124.0,4811.82,21.6
2326,K02832.01,CONFIRMED,3.57551429,2.364,92.8,0.462,0.89,1061.0,299.19,16.6
2327,K02834.01,CONFIRMED,136.205112,5.568,1209.3,0.49,2.35,248.0,0.89,20.0
2328,K02835.01,CONFIRMED,6.30922043,1.3251,691.2,0.118,1.37,606.0,31.73,22.5
2329,K02836.01,CONFIRMED,2.94194296,2.056,278.0,0.03,1.22,988.0,225.15,18.2
2330,K02907.01,FALSE POSITIVE,1.146934644,1.7247,256.2,0.405,1.39,1554.0,1382.04,19.7
2331,K02908.01,FALSE POSITIVE,1.245353252,2.152,224.2,0.528,1.48,1704.0,1996.55,20.3
2332,K00275.02,CONFIRMED,82.2001239,10.627,233.9,0.001,2.57,525.0,17.96,47.9
2333,K02910.01,CONFIRMED,15.3626052,3.736,468.3,0.25,1.8,608.0,32.23,19.7
2334,K02694.01,CONFIRMED,0.843379985,1.4474,343.3,0.696,1.7,1541.0,1329.99,53.6
2335,K02694.02,CONFIRMED,6.56606941,1.8455,402.4,0.687,1.83,777.0,86.27,25.8
2336,K00260.01,CONFIRMED,10.49566303,4.7356,106.1,0.16,1.34,1009.0,244.59,48.7
2337,K02754.01,CONFIRMED,1.34155642,1.6462,58.2,0.259,0.74,1642.0,1715.26,23.7
2338,K02755.01,CONFIRMED,8.48299282,2.505,69.1,0.564,0.8,879.0,141.04,21.3
2339,K02756.01,CONFIRMED,0.665025941,1.7542,104.7,0.448,1.11,2174.0,5246.66,26.5
2340,K02757.01,CONFIRMED,234.635652,6.965,868.5,0.025,2.56,267.0,1.2,26.7
2341,K02837.01,CONFIRMED,13.32191461,6.213,133.5,0.784,2.88,1299.0,672.06,24.3
2342,K02838.01,CONFIRMED,7.69994466,4.432,70.9,0.018,0.92,969.0,208.61,17.4
2343,K02838.02,CONFIRMED,4.77466043,3.804,54.3,0.03,0.81,1137.0,395.06,15.5
2344,K00271.02,CONFIRMED,29.39337161,7.0445,327.0,0.512,2.5,698.0,55.98,69.7
2345,K02839.01,CONFIRMED,2.164570593,1.2862,525.1,0.338,1.27,783.0,88.91,19.8
2346,K02911.01,FALSE POSITIVE,12.4258343,28.1171,449.4,0.967,2.75,830.0,111.92,72.0
2347,K02912.01,FALSE POSITIVE,0.873227249,0.7948,221.8,0.14,1.68,2152.0,5053.02,21.9
2348,K02913.01,CONFIRMED,2.88878583,2.977,40.9,0.242,0.84,1423.0,969.05,17.2
2349,K02697.01,FALSE POSITIVE,7.37453336,3.745,304.4,1.139,87.08,1654.0,1770.84,33.1
2350,K02698.01,CONFIRMED,87.9724227,14.638,866.7,0.015,3.39,446.0,9.37,64.6
2351,K02699.01,CONFIRMED,0.568874717,1.2177,378.4,0.05,1.49,1796.0,2473.19,50.4
2352,K02701.01,FALSE POSITIVE,22.023514,1.932,1670.0,0.934,4.79,639.0,39.45,10.2
2353,K02760.01,CONFIRMED,56.5732318,4.188,688.5,0.942,2.69,356.0,3.79,21.6
2354,K02761.01,FALSE POSITIVE,1.846861455,1.6605,648.6,0.48,2.23,1337.0,753.4,35.9
2355,K00265.01,CONFIRMED,3.568099612,3.2131,98.4,0.531,1.36,1407.0,926.89,52.5
2356,K02762.01,CONFIRMED,132.9955503,7.436,1275.4,0.703,2.51,241.0,0.8,29.3
2357,K00301.01,CONFIRMED,6.002548291,4.1628,202.0,0.914,2.33,1209.0,504.79,71.6
2358,K00301.02,CONFIRMED,11.44865823,4.953,75.2,0.824,1.32,975.0,213.39,21.9
2359,K00302.01,CONFIRMED,24.85466504,9.182,776.2,0.746,7.61,1095.0,339.33,88.0
2360,K00303.01,CONFIRMED,60.92818866,6.3336,755.6,0.009,2.78,467.0,11.28,120.1
2361,K00304.01,CONFIRMED,8.512037736,2.1861,597.8,0.005,2.14,839.0,117.11,102.2
2362,K00359.01,FALSE POSITIVE,5.93720557,4.882,371.4,0.976,1.84,894.0,150.81,59.9
2363,K00360.01,FALSE POSITIVE,5.93719982,3.95,175.6,0.748,1.47,1059.0,297.14,37.0
2364,K00061.01,FALSE POSITIVE,1.63345402,3.817,359.0,1.19,24.87,1750.0,2211.18,7.4
2365,K00361.01,CONFIRMED,3.247548814,2.5146,209.7,0.31,1.41,1181.0,460.67,51.6
2366,K00362.01,FALSE POSITIVE,14.022451457,8.08619,20082.9,0.189,14.93,810.0,101.92,2707.7
2367,K00363.01,FALSE POSITIVE,2.442945167,4.0145,677.9,1.217,38.29,1587.0,1499.89,102.8
2368,K03005.01,FALSE POSITIVE,1.312459403,1.459,36.9,0.732,1.65,2824.0,15018.33,13.9
2369,K03008.01,CONFIRMED,2.99792926,4.398,45.4,0.403,1.12,1616.0,1611.51,16.0
2370,K03010.01,CONFIRMED,60.8660974,4.397,714.3,0.004,1.39,244.0,0.84,15.4
2371,K03011.01,FALSE POSITIVE,2.11547854,3.665,222.9,0.755,1.66,1521.0,1264.56,21.6
2372,K03087.01,FALSE POSITIVE,5.54867998,4.665,68.9,0.095,0.68,882.0,143.26,15.4
2373,K03087.02,FALSE POSITIVE,1.22174063,7.443,32.2,0.004,0.46,1461.0,1081.5,19.4
2374,K03088.01,CONFIRMED,3.48412874,1.422,161.6,0.106,1.16,1132.0,389.41,13.3
2375,K00285.01,CONFIRMED,13.74883059,6.0968,425.9,0.658,3.63,975.0,213.84,167.6
2376,K00305.01,CONFIRMED,4.603575293,2.3499,440.4,0.246,1.51,810.0,101.65,79.7
2377,K00306.01,CONFIRMED,24.30784323,2.6054,677.1,0.425,2.14,532.0,18.87,35.6
2378,K00307.01,CONFIRMED,19.67409703,3.7535,204.9,0.914,1.78,711.0,60.37,39.0
2379,K00046.01,CONFIRMED,3.487688776,3.83661,1298.8,0.026,5.64,1445.0,1033.07,350.6
2380,K00365.01,CONFIRMED,81.737872,6.6923,628.8,0.02,2.16,385.0,5.2,135.4
2381,K00367.01,CONFIRMED,31.578651216,2.12791,2125.4,0.04,4.52,570.0,24.94,324.3
2382,K00368.01,FALSE POSITIVE,110.32167272,13.3624,7296.6,0.715,18.6,761.0,79.11,2217.1
2383,K00369.01,CONFIRMED,5.88527364,1.9531,112.7,0.622,1.59,1253.0,583.47,27.4
2384,K03012.01,FALSE POSITIVE,1.086486129,0.8383,66.0,0.524,1.69,2539.0,9816.28,20.2
2385,K03014.01,CONFIRMED,86.1160885,6.058,875.2,0.016,3.11,441.0,8.93,17.8
2386,K03015.01,CONFIRMED,3.61460332,3.227,43.9,0.026,0.9,1397.0,900.38,15.4
2387,K00282.02,CONFIRMED,8.45744892,3.2893,77.4,0.494,1.02,982.0,220.05,31.0
2388,K03090.01,CONFIRMED,3.82223397,1.924,362.7,0.725,1.05,601.0,30.84,15.9
2389,K03091.01,CONFIRMED,17.067644,6.026,262.4,0.106,1.62,769.0,82.56,13.5
2390,K03092.01,FALSE POSITIVE,5.78542702,2.271,256.2,0.163,1.91,1212.0,510.79,15.4
2391,K03093.01,CONFIRMED,29.6099055,7.433,120.1,0.984,1.74,629.0,37.12,14.3
2392,K03095.01,CONFIRMED,3.42390809,1.773,153.1,0.213,1.25,1212.0,508.75,13.1
2393,K00307.02,CONFIRMED,5.21104597,3.3447,102.7,0.833,1.18,1107.0,354.82,36.9
2394,K00308.01,CONFIRMED,35.5969684,6.691,684.5,0.895,3.72,646.0,41.06,52.5
2395,K00309.01,FALSE POSITIVE,1.633107509,1.491,60.8,0.35,0.53,1083.0,324.97,21.7
2396,K00311.01,FALSE POSITIVE,66.1544958,6.945,1972.0,0.8526,3.33,315.0,2.33,42.7
2397,K00312.01,CONFIRMED,11.57890926,2.7207,243.4,0.359,2.06,951.0,193.48,54.8
2398,K00369.02,CONFIRMED,10.10463142,2.369,114.6,0.571,1.59,1046.0,283.38,24.1
2399,K00370.01,CONFIRMED,42.88247951,9.7471,408.9,0.391,3.61,709.0,59.6,112.2
2400,K00063.01,CONFIRMED,9.43414171,2.8112,3977.0,0.538,5.73,791.0,92.39,40.2
2401,K00370.02,CONFIRMED,22.95062278,4.4814,129.8,0.748,2.17,873.0,137.23,32.9
2402,K00371.01,FALSE POSITIVE,498.391282,6.135,1590.0,0.959,17.14,339.0,3.11,49.7
2403,K00372.01,CONFIRMED,125.6291479,9.108,7841.6,0.471,10.02,388.0,5.35,150.4
2404,K03018.01,FALSE POSITIVE,45.1178526,3.737,389.2,0.97,2.78,517.0,16.87,17.3
2405,K03019.01,CONFIRMED,4.17939037,2.647,172.8,0.317,1.52,1194.0,478.98,16.1
2406,K03021.01,FALSE POSITIVE,0.803835923,1.397,52.6,0.447,0.78,2129.0,4863.18,12.4
2407,K03022.01,CONFIRMED,2.76263737,1.821,185.0,0.46,1.25,1231.0,544.05,14.1
2408,K03097.01,CONFIRMED,11.9216035,5.009,43.2,0.929,0.87,851.0,123.89,15.1
2409,K03097.02,CONFIRMED,6.80257947,4.608,32.7,0.889,0.73,1026.0,262.26,14.7
2410,K03097.03,CONFIRMED,8.70312154,4.807,32.0,0.886,0.72,945.0,188.7,13.0
2411,K03098.01,FALSE POSITIVE,1.332557603,6.043,225.3,1.174,19.88,1703.0,1983.27,28.1
2412,K00043.01,FALSE POSITIVE,11.32029599,4.5866,4303.5,0.914,8.02,811.0,102.12,85.0
2413,K00285.02,CONFIRMED,26.723169,8.501,195.0,0.035,2.31,781.0,88.1,67.5
2414,K00312.02,CONFIRMED,16.39926461,3.4108,220.8,0.115,1.94,847.0,121.53,46.4
2415,K00313.01,CONFIRMED,18.73577127,3.0356,567.2,0.785,2.1,568.0,24.66,81.8
2416,K00313.02,CONFIRMED,8.43639829,3.2451,345.5,0.51,1.5,742.0,71.51,76.8
2417,K00314.01,CONFIRMED,13.78109471,2.3188,756.0,0.545,1.42,402.0,6.17,112.8
2418,K00314.02,CONFIRMED,23.08902241,1.7012,598.3,0.32,1.24,338.0,3.1,57.4
2419,K00046.02,CONFIRMED,6.02977241,3.961,54.6,0.379,1.18,1204.0,496.46,11.5
2420,K00373.01,CONFIRMED,135.1879934,8.8191,663.4,0.023,2.32,345.0,3.33,85.8
2421,K00374.01,CONFIRMED,172.7046083,11.347,659.1,0.004,2.85,355.0,3.77,92.9
2422,K00375.01,CONFIRMED,988.8811177,5.9504,5060.0,0.1667,10.81,223.0,0.58,136.4
2423,K00376.01,FALSE POSITIVE,44.14599042,3.4015,4467.8,1.902,121.48,624.0,35.87,99.6
2424,K00376.02,FALSE POSITIVE,1.411627439,1.0814,515.2,0.853,2.99,1966.0,3523.63,53.1
2425,K00377.01,CONFIRMED,19.270825843,4.1281,6660.5,0.169,7.74,661.0,45.05,577.1
2426,K03022.02,CONFIRMED,5.05368985,2.514,171.5,0.53,1.21,1007.0,243.06,11.5
2427,K03023.01,FALSE POSITIVE,4.39049637,3.0112,113.5,0.389,2.07,1637.0,1701.16,31.1
2428,K03025.01,CONFIRMED,13.1829329,3.594,518.0,0.016,1.84,661.0,45.19,13.8
2429,K03026.01,CONFIRMED,3.51575492,1.381,237.4,0.061,1.35,1033.0,269.57,15.2
2430,K00282.03,CONFIRMED,87.5177787,2.55,136.5,0.983,1.85,451.0,9.76,12.2
2431,K03099.01,FALSE POSITIVE,14.0498182,2.907,472.0,0.569,1.45,480.0,12.56,14.5
2432,K03101.01,CONFIRMED,14.2563272,4.796,206.1,0.894,1.73,797.0,95.22,14.3
2433,K03106.01,CONFIRMED,0.968980781,1.517,118.5,0.065,1.08,1844.0,2730.51,12.8
2434,K03107.01,FALSE POSITIVE,8.589562,9.885,245.4,1.138,15.95,891.0,148.61,14.0
2435,K00314.03,CONFIRMED,10.31282204,2.0138,137.6,0.061,0.59,443.0,9.07,22.0
2436,K00315.01,CONFIRMED,35.58349688,3.9885,937.6,0.001,2.03,408.0,6.54,90.8
2437,K00316.01,CONFIRMED,15.77111067,5.0574,547.1,0.009,2.62,752.0,75.61,123.2
2438,K00316.02,CONFIRMED,157.0659976,8.1289,551.4,0.004,2.63,350.0,3.53,50.9
2439,K00316.03,CONFIRMED,7.305706326,1.4228,264.9,0.826,2.11,972.0,210.72,43.6
2440,K00377.02,CONFIRMED,38.90787517,4.5271,6159.1,0.6883,7.98,523.0,17.66,366.1
2441,K00377.03,CONFIRMED,1.59295975,1.9313,248.3,0.0779,1.48,1517.0,1251.43,48.9
2442,K00378.01,FALSE POSITIVE,4.94402197,4.062,363.3,1.157,32.92,1419.0,958.29,33.0
2443,K00379.01,FALSE POSITIVE,6.71725648,2.5207,272.7,0.163,2.78,1264.0,603.71,49.1
2444,K03027.01,CONFIRMED,6.07032548,1.341,311.6,0.454,1.36,789.0,91.45,11.9
2445,K03028.01,FALSE POSITIVE,1.33256952,2.915,163.5,0.463,1.06,1461.0,1076.99,16.5
2446,K03030.01,FALSE POSITIVE,7.19552624,4.095,214.6,0.593,1.67,1037.0,273.05,15.6
2447,K03108.01,CONFIRMED,7.36272124,1.3287,429.3,0.253,1.86,901.0,155.72,17.8
2448,K03109.01,CONFIRMED,10.6761592,4.594,151.0,0.403,1.79,1049.0,285.79,14.1
2449,K03110.01,CONFIRMED,4.48494315,2.752,134.9,0.3,1.23,1199.0,488.22,12.4
2450,K00285.03,CONFIRMED,49.3567907,10.954,130.2,0.277,1.91,637.0,38.86,35.0
2451,K00317.01,CONFIRMED,22.20809549,7.3327,463.2,0.017,3.02,803.0,98.36,92.7
2452,K00318.01,CONFIRMED,38.5833679,12.391,1388.2,0.905,8.56,761.0,79.08,46.1
2453,K00320.01,FALSE POSITIVE,4.79179893,2.9283,123.9,1.209,26.26,1249.0,575.43,46.3
2454,K00321.01,CONFIRMED,2.426304127,2.6624,185.4,0.694,1.41,1302.0,679.12,97.0
2455,K00389.01,FALSE POSITIVE,3.741231778,2.469,419.0,0.25,1.55,951.0,193.55,66.6
2456,K00390.01,FALSE POSITIVE,1.168310132,1.31,283.3,0.107,1.43,1577.0,1469.16,64.7
2457,K00391.01,FALSE POSITIVE,25.9525478,21.328,478.4,1.228,74.69,865.0,132.4,57.0
2458,K00392.01,CONFIRMED,33.4160553,8.605,275.8,0.947,2.98,689.0,53.18,29.3
2459,K00392.02,CONFIRMED,12.6119685,6.372,76.5,0.709,1.33,953.0,194.9,12.2
2460,K03032.01,CONFIRMED,0.636424848,0.947,217.9,0.319,1.31,1846.0,2754.93,18.1
2461,K03033.01,FALSE POSITIVE,8.55935323,4.303,148.8,0.744,1.21,921.0,169.77,20.4
2463,K03113.01,CONFIRMED,2.46050095,1.861,276.8,0.052,1.03,969.0,208.54,16.7
2464,K03115.01,CONFIRMED,5.8660127,3.985,183.0,0.539,1.45,1064.0,302.77,16.8
2465,K03116.01,CONFIRMED,23.9107056,4.996,294.0,0.398,1.91,709.0,59.76,12.9
2466,K00048.01,FALSE POSITIVE,23.836808884,6.02854,29684.7,1.008,59.31,919.0,168.28,2793.4
2467,K00321.02,CONFIRMED,4.62334491,3.0189,62.0,0.388,0.77,1050.0,287.25,25.2
2468,K00322.01,FALSE POSITIVE,5.888835386,3.7988,19466.0,6.217,584.67,1008.0,243.87,208.2
2469,K00323.01,CONFIRMED,5.83599485,2.062,553.3,0.129,1.92,884.0,144.5,11.2
2470,K00324.01,FALSE POSITIVE,1.089077863,2.4676,133.6,0.778,1.96,2359.0,7312.11,104.8
2471,K00325.01,FALSE POSITIVE,7.86335883,3.4303,467.3,0.995,7.84,1195.0,482.18,74.3
2472,K00380.01,FALSE POSITIVE,8.0970583,5.699,680.7,0.959,4.83,1203.0,495.31,76.4
2473,K00381.01,FALSE POSITIVE,6.337614357,1.742,1807.4,0.972,9.57,1351.0,787.89,132.7
2474,K00382.01,FALSE POSITIVE,3.900140077,3.77,543.1,1.205,23.78,1253.0,582.32,53.6
2475,K00384.01,CONFIRMED,5.0800579,5.207,222.8,0.636,3.95,1673.0,1851.94,56.7
2476,K00385.01,CONFIRMED,13.14496741,3.6399,300.8,0.591,1.59,698.0,56.15,44.1
2477,K00283.01,CONFIRMED,16.09196369,2.8943,415.8,0.546,2.13,718.0,62.74,84.9
2478,K03036.01,FALSE POSITIVE,161.239891,24.472,1075.4,0.946,3.48,294.0,1.77,23.0
2479,K03038.01,CONFIRMED,1.4951513,3.43,52.0,0.974,1.44,1870.0,2880.38,14.2
2480,K03039.01,CONFIRMED,20.3504704,7.225,101.8,0.192,1.01,695.0,55.07,16.6
2481,K03120.01,CONFIRMED,4.13592927,2.377,156.2,0.168,1.43,1226.0,535.42,15.2
2482,K03122.01,CONFIRMED,8.05337912,5.382,38.3,0.035,1.28,1320.0,717.7,14.9
2483,K00286.01,FALSE POSITIVE,23.6272223,7.9,154.6,0.711,3.84,1358.0,804.44,65.8
2484,K00326.01,FALSE POSITIVE,8.97349999,3.1408,935.1,0.56,36.0,2262.0,6178.9,44.1
2485,K00326.02,FALSE POSITIVE,108.546946,7.567,711.3,0.055,29.67,985.0,222.7,15.3
2486,K00327.01,CONFIRMED,3.254277742,2.9903,159.9,0.303,1.38,1301.0,675.56,58.6
2487,K00327.02,CONFIRMED,91.3514816,8.707,210.0,0.008,1.57,428.0,7.93,25.5
2488,K00328.01,FALSE POSITIVE,2.250826647,1.536,534.4,1.221,30.03,1489.0,1161.8,104.3
2489,K00386.01,CONFIRMED,31.1588249,5.1803,959.0,0.029,3.56,639.0,39.46,73.6
2490,K00066.01,FALSE POSITIVE,0.436282594,1.3988,536.4,1.269,83.25,5187.0,170399.16,218.3
2491,K00386.02,CONFIRMED,76.7324556,6.243,685.7,0.462,3.08,473.0,11.86,34.3
2492,K00387.01,CONFIRMED,13.89963233,3.5791,1121.7,0.777,2.46,521.0,17.37,98.2
2493,K00388.01,CONFIRMED,6.14955931,5.5694,333.7,0.368,3.26,1287.0,649.26,87.3
2494,K03045.01,CONFIRMED,44.8702042,4.199,636.1,0.436,2.56,536.0,19.5,16.4
2495,K03124.01,FALSE POSITIVE,4.8807805,9.4,79.0,0.581,0.48,706.0,58.98,15.9
2496,K03125.01,CONFIRMED,4.45342418,3.654,46.6,0.569,0.9,1331.0,740.51,16.3
2497,K03126.01,FALSE POSITIVE,2.21396685,4.374,81.6,0.017,0.84,1418.0,952.61,19.1
2498,K03127.01,CONFIRMED,9.705693,7.702,140.8,0.941,2.07,1001.0,237.46,14.2
2499,K00049.01,CONFIRMED,8.31377304,2.964,837.4,0.002,2.74,886.0,145.51,19.6
2500,K00329.01,FALSE POSITIVE,8.58969597,8.471,245.1,1.197,20.8,882.0,143.02,45.9
2501,K00330.01,CONFIRMED,7.97420583,5.3503,293.1,0.128,1.85,974.0,212.75,55.1
2502,K00330.02,CONFIRMED,1.88899036,3.486,59.0,0.011,0.83,1574.0,1449.92,18.2
2503,K00331.01,CONFIRMED,18.68405716,6.9329,381.5,0.858,3.64,832.0,113.34,54.2
2504,K00393.01,CONFIRMED,21.41624083,7.081,314.5,0.081,2.09,748.0,74.2,42.7
2505,K00394.01,FALSE POSITIVE,12.28351275,3.634,597.8,1.224,74.76,1342.0,765.56,23.4
2506,K00069.01,CONFIRMED,4.72674037,2.9267,273.1,0.657,1.56,1028.0,264.08,287.8
2507,K00395.01,FALSE POSITIVE,6.77449545,2.5416,481.9,1.178,29.41,1219.0,521.03,41.9
2508,K00397.01,FALSE POSITIVE,27.677680103,2.1704,11545.0,0.933,14.41,618.0,34.55,431.6
2509,K03047.01,FALSE POSITIVE,0.605223042,0.8986,232.3,0.109,1.14,1728.0,2099.47,20.7
2510,K00283.02,CONFIRMED,25.5172744,4.735,66.8,0.322,0.83,615.0,33.91,13.5
2511,K03048.01,CONFIRMED,4.73292061,1.746,151.6,0.121,0.97,957.0,198.57,15.5
2512,K03049.01,CONFIRMED,22.4765952,3.437,481.4,0.176,1.21,419.0,7.27,13.3
2513,K03129.01,FALSE POSITIVE,25.503628,3.913,204.4,0.953,1.61,586.0,27.85,13.3
2514,K03130.01,CONFIRMED,14.8638496,2.705,220.6,1.006,2.9,620.0,35.04,12.3
2515,K03130.02,CONFIRMED,5.65245733,2.062,121.0,0.889,1.05,856.0,127.1,11.7
2516,K03131.01,CONFIRMED,10.9294815,5.893,196.9,0.197,1.21,770.0,83.14,14.3
2517,K00332.01,CONFIRMED,5.45849914,4.0448,255.9,0.65,1.91,1099.0,344.32,72.0
2518,K00333.01,CONFIRMED,13.28536452,6.283,377.6,0.774,4.03,1157.0,423.65,26.8
2519,K00334.01,FALSE POSITIVE,8.4879444,3.224,119.3,0.752,1.23,969.0,208.99,19.5
2520,K00335.01,FALSE POSITIVE,46.56675437,7.831,801.1,0.87,5.25,708.0,59.34,111.3
2521,K00336.01,FALSE POSITIVE,19.5148412,3.096,102.7,0.742,2.8,1200.0,489.75,13.1
2522,K00279.02,CONFIRMED,15.4130812,6.6358,264.3,0.372,2.59,944.0,187.39,55.2
2523,K02970.01,CONFIRMED,4.82051088,3.588,40.9,0.922,1.08,1328.0,735.25,14.8
2524,K02973.01,FALSE POSITIVE,5.76556718,3.138,213.3,0.678,1.66,1120.0,371.86,17.6
2525,K03052.02,CONFIRMED,15.6112238,3.873,113.5,0.468,0.91,637.0,38.99,15.7
2526,K03053.01,CONFIRMED,42.5217006,5.723,685.6,0.495,2.45,510.0,15.97,14.7
2527,K03055.01,FALSE POSITIVE,0.566805887,5.2317,1.7,0.762,0.08,1554.0,1368.32,0.8
2528,K03056.01,CONFIRMED,6.69958851,2.831,253.7,0.0,1.24,806.0,99.83,13.6
2529,K00287.01,FALSE POSITIVE,14.170972781,3.7316,13496.5,0.579,20.88,1288.0,650.07,308.1
2530,K03135.01,FALSE POSITIVE,1.332562831,6.24,297.9,1.241,24.29,1532.0,1301.29,37.3
2531,K03136.01,CONFIRMED,2.39161966,1.906,189.2,0.299,0.93,1031.0,266.01,13.6
2532,K03140.01,CONFIRMED,5.68879083,2.55,241.5,0.39,0.99,645.0,40.88,13.8
2533,K03141.01,CONFIRMED,2.31941571,1.591,96.4,0.429,1.24,1490.0,1164.84,11.7
2534,K00337.01,CONFIRMED,19.7830259,5.4898,373.2,0.015,2.1,708.0,59.39,41.8
2535,K00051.01,FALSE POSITIVE,10.431146765,3.8853,29375.6,1.225,50.44,833.0,114.02,400.2
2536,K00338.01,CONFIRMED,7.0106324,3.0688,327.3,0.683,1.5,738.0,70.32,48.7
2537,K00338.02,CONFIRMED,3.10762684,2.361,77.2,0.7,0.73,968.0,207.72,15.6
2538,K00339.01,CONFIRMED,1.980356674,2.4743,271.9,0.713,2.1,1662.0,1808.41,71.9
2539,K00339.02,CONFIRMED,12.8344771,3.846,281.0,0.956,2.55,891.0,149.42,35.0
2540,K02975.01,FALSE POSITIVE,175.329014,6.269,1059.1,1.231,27.03,327.0,2.69,16.7
2541,K02977.01,CONFIRMED,2.7881793,3.397,55.8,0.058,1.02,1510.0,1228.07,17.7
2542,K02977.02,CONFIRMED,4.13827684,3.449,63.8,0.499,1.13,1324.0,725.53,16.8
2543,K02978.01,FALSE POSITIVE,2.61846258,3.505,275.3,0.013,1.03,843.0,119.68,18.7
2544,K03057.01,CONFIRMED,29.72722,3.45,1010.2,0.744,3.02,557.0,22.7,19.4
2545,K00284.01,CONFIRMED,18.01019956,3.516,177.7,0.966,1.93,758.0,77.99,43.4
2546,K03057.02,CONFIRMED,10.61368712,3.498,559.8,0.024,2.06,785.0,89.65,18.9
2547,K03058.01,FALSE POSITIVE,7.53887442,3.147,342.1,0.727,1.33,751.0,75.14,13.6
2548,K03059.01,FALSE POSITIVE,0.53633519,1.0547,444.1,0.489,1.81,1974.0,3603.58,29.9
2549,K03144.01,CONFIRMED,8.07394097,2.455,1056.0,0.928,1.59,420.0,7.33,16.0
2550,K03145.01,CONFIRMED,4.53702121,1.813,504.4,0.706,1.66,798.0,95.61,15.7
2551,K03146.01,CONFIRMED,39.859505,7.987,155.5,0.398,1.62,597.0,29.97,13.9
2552,K00340.01,FALSE POSITIVE,23.6731242,14.3948,23112.9,0.21,17.74,676.0,49.42,842.3
2553,K00341.01,CONFIRMED,7.170710381,2.9225,863.3,0.188,2.73,890.0,148.09,89.3
2554,K00341.02,CONFIRMED,4.699652821,2.553,351.4,0.135,1.74,1024.0,260.54,41.6
2555,K00343.01,CONFIRMED,4.761705895,3.3061,497.1,0.384,2.75,1201.0,491.37,138.5
2556,K00343.02,CONFIRMED,2.024143568,2.5273,239.4,0.513,1.94,1597.0,1535.09,88.4
2557,K02979.01,FALSE POSITIVE,1.371288853,1.4528,66.2,0.953,1.15,1837.0,2695.6,16.9
2558,K00280.01,CONFIRMED,11.87290814,2.5342,332.7,0.904,2.25,863.0,131.55,84.7
2559,K02980.01,CONFIRMED,1.638652525,1.952,166.9,0.365,1.29,1610.0,1585.07,16.4
2560,K02981.01,CONFIRMED,9.06687613,3.381,367.2,0.928,1.9,725.0,65.52,14.6
2561,K02982.01,CONFIRMED,4.0223109,0.853,227.8,0.741,1.37,1017.0,253.28,11.0
2562,K03060.01,CONFIRMED,6.9131732,4.73,39.1,0.264,0.91,1209.0,505.0,12.5
2563,K03061.01,CONFIRMED,7.32851947,1.211,277.8,0.983,2.33,807.0,100.13,14.0
2564,K03063.01,CONFIRMED,18.6052046,6.829,242.5,0.093,1.94,833.0,113.88,13.1
2565,K03064.01,FALSE POSITIVE,1.332562787,6.28,1111.9,1.24,29.1,1703.0,1983.27,125.2
2566,K03147.01,CONFIRMED,39.4420781,7.029,172.4,0.42,2.51,682.0,51.14,15.2
2567,K00288.01,CONFIRMED,10.27532513,6.3093,209.7,0.315,3.04,1211.0,508.21,99.5
2568,K03148.01,FALSE POSITIVE,11.50528603,2.098,260.2,0.461,1.83,912.0,163.79,11.4
2569,K00289.01,CONFIRMED,26.62941953,7.8709,492.8,0.015,3.13,742.0,71.75,106.9
2570,K00289.02,CONFIRMED,296.6375817,16.425,2763.1,0.429,7.56,332.0,2.88,250.0
2571,K00343.03,CONFIRMED,41.8085031,7.797,190.4,0.011,1.67,582.0,27.15,27.3
2572,K00052.01,FALSE POSITIVE,2.98786272,2.5814,42789.0,0.621,17.82,1064.0,303.15,98.0
2573,K00344.01,CONFIRMED,39.30944096,5.77,1132.1,0.028,2.87,488.0,13.46,122.9
2574,K00345.01,CONFIRMED,29.88487723,4.5612,1275.7,0.658,2.81,453.0,9.95,128.3
2575,K00346.01,CONFIRMED,12.92489803,2.6811,959.0,0.768,2.62,620.0,34.95,49.5
